url_length,domain_length,path_length,query_length,dots,hyphens,underscores,slashes,digits,letters,special_characters,at_symbols,question_marks,equal_symbols,ampersands,percent_symbols,subdomains,https,ip_address,url_depth,entropy,tilde,comma,colon,semicolon,dollar,exclamation,plus,star,parentheses,has_port,path_segments,average_word_length,longest_word,suspicious_tld,label
24,16,0,0,2,0,0,2,0,19,5,0,0,0,0,0,1,1,0,0,3.522,0,0,1,0,0,0,0,0,0,0,0,4.75,9,0,1
83,74,1,0,3,0,0,3,9,67,7,0,0,0,0,0,2,1,0,1,4.759,0,0,1,0,0,0,0,0,0,0,0,4.79,15,0,0
25,17,0,0,3,1,0,2,0,18,7,0,0,0,0,0,2,1,0,0,3.833,0,0,1,0,0,0,0,0,0,0,0,3.0,5,0,1
37,28,1,0,2,0,0,3,3,28,6,0,0,0,0,0,1,1,0,1,4.304,0,0,1,0,0,0,0,0,0,0,0,7.0,17,0,0
30,22,0,0,2,0,0,2,0,25,5,0,0,0,0,0,1,1,0,0,4.057,0,0,1,0,0,0,0,0,0,0,0,6.25,14,0,1
20,12,0,0,2,0,0,2,0,15,5,0,0,0,0,0,1,1,0,0,3.684,0,0,1,0,0,0,0,0,0,0,0,3.75,5,0,1
38,30,0,0,2,0,0,2,0,33,5,0,0,0,0,0,1,1,0,0,4.136,0,0,1,0,0,0,0,0,0,0,0,8.25,23,0,1
47,21,19,0,2,0,0,7,0,37,10,0,0,0,0,0,1,0,0,5,4.375,0,0,1,0,0,0,0,0,0,0,4,4.62,13,0,0
29,21,0,0,2,0,0,2,0,24,5,0,0,0,0,0,1,1,0,0,4.03,0,0,1,0,0,0,0,0,0,0,0,6.0,13,0,1
54,45,1,0,3,0,0,3,0,47,7,0,0,0,0,0,2,1,0,1,4.058,0,0,1,0,0,0,0,0,0,0,0,9.4,21,0,0
102,7,87,0,2,0,1,5,13,80,9,0,0,0,0,0,0,1,0,3,4.936,0,0,1,0,0,0,0,0,0,0,3,5.33,12,0,0
33,25,0,0,2,0,0,2,0,28,5,0,0,0,0,0,1,1,0,0,4.15,0,0,1,0,0,0,0,0,0,0,0,7.0,17,0,1
21,13,0,0,2,0,0,2,1,15,5,0,0,0,0,0,1,1,0,0,3.785,0,0,1,0,0,0,0,0,0,0,0,3.0,5,0,1
30,22,0,0,2,0,0,2,0,25,5,0,0,0,0,0,1,1,0,0,3.948,0,0,1,0,0,0,0,0,0,0,0,6.25,14,0,1
22,14,0,0,2,0,0,2,0,17,5,0,0,0,0,0,1,1,0,0,3.573,0,0,1,0,0,0,0,0,0,0,0,4.25,6,0,1
33,25,0,0,2,0,0,2,0,28,5,0,0,0,0,0,1,1,0,0,4.067,0,0,1,0,0,0,0,0,0,0,0,7.0,17,0,1
33,26,0,0,2,1,0,2,0,27,6,0,0,0,0,0,1,0,0,0,3.983,0,0,1,0,0,0,0,0,0,0,0,5.4,11,0,0
28,21,0,0,2,0,0,2,0,23,5,0,0,0,0,0,1,0,0,0,3.798,0,0,1,0,0,0,0,0,0,0,0,5.75,13,0,0
27,20,0,0,2,0,0,2,0,22,5,0,0,0,0,0,1,0,0,0,3.912,0,0,1,0,0,0,0,0,0,0,0,5.5,12,1,0
27,19,0,0,2,1,0,2,0,21,6,0,0,0,0,0,1,1,0,0,3.782,0,0,1,0,0,0,0,0,0,0,0,4.2,7,0,1
40,27,1,3,2,0,0,3,5,27,8,0,1,1,0,0,1,1,0,1,4.034,0,0,1,0,0,0,0,0,0,0,0,3.86,9,0,0
30,22,0,0,2,0,0,2,0,25,5,0,0,0,0,0,1,1,0,0,3.848,0,0,1,0,0,0,0,0,0,0,0,6.25,14,0,1
37,29,0,0,2,0,0,2,0,32,5,0,0,0,0,0,1,1,0,0,3.918,0,0,1,0,0,0,0,0,0,0,0,8.0,21,0,1
26,18,0,0,2,0,0,2,0,21,5,0,0,0,0,0,1,1,0,0,3.748,0,0,1,0,0,0,0,0,0,0,0,5.25,10,0,1
35,27,0,0,2,0,0,2,0,30,5,0,0,0,0,0,1,1,0,0,4.126,0,0,1,0,0,0,0,0,0,0,0,7.5,19,0,1
18,10,0,0,2,0,0,2,0,13,5,0,0,0,0,0,1,1,0,0,3.35,0,0,1,0,0,0,0,0,0,0,0,3.25,5,0,1
19,11,0,0,2,0,0,2,0,14,5,0,0,0,0,0,1,1,0,0,3.471,0,0,1,0,0,0,0,0,0,0,0,3.5,5,0,1
21,13,0,0,2,0,0,2,0,16,5,0,0,0,0,0,1,1,0,0,3.535,0,0,1,0,0,0,0,0,0,0,0,4.0,5,0,1
19,11,0,0,2,0,0,2,0,14,5,0,0,0,0,0,1,1,0,0,3.682,0,0,1,0,0,0,0,0,0,0,0,3.5,5,0,1
22,15,0,0,2,0,0,2,0,17,5,0,0,0,0,0,1,0,0,0,3.754,0,0,1,0,0,0,0,0,0,0,0,4.25,7,0,0
30,22,0,0,2,0,0,2,0,25,5,0,0,0,0,0,1,1,0,0,3.948,0,0,1,0,0,0,0,0,0,0,0,6.25,14,0,1
23,16,0,0,2,0,0,2,0,18,5,0,0,0,0,0,1,0,0,0,3.675,0,0,1,0,0,0,0,0,0,0,0,4.5,8,0,0
23,15,0,0,2,0,0,2,1,17,5,0,0,0,0,0,1,1,0,0,3.828,0,0,1,0,0,0,0,0,0,0,0,4.25,6,0,1
23,15,0,0,3,0,0,2,0,17,6,0,0,0,0,0,2,1,0,0,3.675,0,0,1,0,0,0,0,0,0,0,0,3.4,5,0,1
27,19,0,0,2,0,0,2,0,22,5,0,0,0,0,0,1,1,0,0,3.782,0,0,1,0,0,0,0,0,0,0,0,5.5,11,0,1
27,18,1,0,2,0,0,3,0,21,6,0,0,0,0,0,1,1,0,1,4.032,0,0,1,0,0,0,0,0,0,0,0,5.25,11,0,0
27,19,0,0,4,0,0,2,0,20,7,0,0,0,0,0,3,1,0,0,3.662,0,0,1,0,0,0,0,0,0,0,0,3.33,5,0,1
50,19,23,0,3,0,0,4,0,41,9,1,0,0,0,0,1,1,0,2,4.206,0,0,1,0,0,0,0,0,0,0,2,5.12,9,0,0
21,13,0,0,2,0,0,2,0,16,5,0,0,0,0,0,1,1,0,0,3.559,0,0,1,0,0,0,0,0,0,0,0,4.0,6,0,1
20,12,0,0,2,0,0,2,0,15,5,0,0,0,0,0,1,1,0,0,3.546,0,0,1,0,0,0,0,0,0,0,0,3.75,5,0,1
219,16,4,191,3,2,2,7,28,165,26,0,1,5,4,0,1,0,0,2,5.209,0,0,2,0,0,0,0,0,0,0,2,4.12,20,0,0
30,22,0,0,2,0,0,2,0,25,5,0,0,0,0,0,1,1,0,0,4.123,0,0,1,0,0,0,0,0,0,0,0,6.25,14,0,1
30,22,0,0,2,0,0,2,0,25,5,0,0,0,0,0,1,1,0,0,3.831,0,0,1,0,0,0,0,0,0,0,0,6.25,14,0,1
24,16,0,0,2,0,0,2,0,19,5,0,0,0,0,0,1,1,0,0,3.72,0,0,1,0,0,0,0,0,0,0,0,4.75,8,0,1
25,17,0,0,2,0,0,2,0,20,5,0,0,0,0,0,1,1,0,0,3.943,0,0,1,0,0,0,0,0,0,0,0,5.0,9,0,1
25,17,0,0,2,0,0,2,0,20,5,0,0,0,0,0,1,1,0,0,3.619,0,0,1,0,0,0,0,0,0,0,0,5.0,8,0,1
21,13,0,0,2,0,0,2,4,12,5,0,0,0,0,0,1,1,0,0,3.654,0,0,1,0,0,0,0,0,0,0,0,3.0,5,0,0
38,29,1,0,2,1,0,3,5,26,7,0,0,0,0,0,1,1,0,1,4.104,0,0,1,0,0,0,0,0,0,0,0,5.2,11,0,0
35,27,0,0,2,0,0,2,0,30,5,0,0,0,0,0,1,1,0,0,4.126,0,0,1,0,0,0,0,0,0,0,0,7.5,19,0,1
33,25,0,0,2,0,0,2,0,28,5,0,0,0,0,0,1,1,0,0,4.248,0,0,1,0,0,0,0,0,0,0,0,7.0,17,0,1
21,13,0,0,2,0,0,2,0,16,5,0,0,0,0,0,1,1,0,0,3.654,0,0,1,0,0,0,0,0,0,0,0,4.0,5,0,1
28,20,0,0,2,0,0,2,0,23,5,0,0,0,0,0,1,1,0,0,3.937,0,0,1,0,0,0,0,0,0,0,0,5.75,13,0,1
41,29,5,0,3,0,0,4,10,23,8,0,0,0,0,0,2,0,0,2,4.455,0,0,1,0,0,0,0,0,0,0,1,4.6,12,0,0
83,74,1,0,3,0,0,3,13,63,7,0,0,0,0,0,2,1,0,1,4.833,0,0,1,0,0,0,0,0,0,0,0,5.25,13,0,0
24,16,0,0,2,1,0,2,0,18,6,0,0,0,0,0,1,1,0,0,3.855,0,0,1,0,0,0,0,0,0,0,0,3.6,5,0,1
20,12,0,0,2,0,0,2,0,15,5,0,0,0,0,0,1,1,0,0,3.546,0,0,1,0,0,0,0,0,0,0,0,3.75,5,0,1
19,10,1,0,1,1,0,3,0,13,6,0,0,0,0,0,0,1,0,1,3.682,0,0,1,0,0,0,0,0,0,0,0,3.25,5,0,0
111,44,59,0,4,2,0,8,21,75,15,0,0,0,0,0,2,1,0,6,4.77,0,0,1,0,0,0,0,0,0,0,6,5.0,15,0,0
36,28,0,0,2,0,0,2,0,31,5,0,0,0,0,0,1,1,0,0,4.062,0,0,1,0,0,0,0,0,0,0,0,7.75,20,0,1
25,17,0,0,2,1,0,2,0,19,6,0,0,0,0,0,1,1,0,0,4.134,0,0,1,0,0,0,0,0,0,0,0,3.8,5,0,1
27,19,0,0,2,0,0,2,0,22,5,0,0,0,0,0,1,1,0,0,3.866,0,0,1,0,0,0,0,0,0,0,0,5.5,11,0,1
27,19,0,0,2,0,0,2,0,22,5,0,0,0,0,0,1,1,0,0,3.644,0,0,1,0,0,0,0,0,0,0,0,5.5,12,0,1
29,21,0,0,2,0,0,2,0,24,5,0,0,0,0,0,1,1,0,0,3.857,0,0,1,0,0,0,0,0,0,0,0,6.0,13,0,1
32,23,1,0,2,0,0,3,0,26,6,0,0,0,0,0,1,1,0,1,3.867,0,0,1,0,0,0,0,0,0,0,0,6.5,15,0,0
71,49,14,0,4,3,0,5,11,47,13,0,0,0,0,0,3,1,0,3,4.532,0,0,1,0,0,0,0,0,0,0,2,6.71,13,0,0
19,12,0,0,2,0,0,2,0,14,5,0,0,0,0,0,1,0,0,0,3.682,0,0,1,0,0,0,0,0,0,0,0,3.5,4,0,0
27,19,0,0,2,0,0,2,0,22,5,0,0,0,0,0,1,1,0,0,3.69,0,0,1,0,0,0,0,0,0,0,0,5.5,11,0,1
50,31,12,0,6,0,0,4,0,39,11,0,0,0,0,0,4,0,0,2,4.081,0,0,1,0,0,0,0,0,0,0,2,3.9,10,1,0
27,19,0,0,2,0,0,2,0,22,5,0,0,0,0,0,1,1,0,0,4.032,0,0,1,0,0,0,0,0,0,0,0,5.5,11,0,1
25,18,0,0,2,0,0,2,0,20,5,0,0,0,0,0,1,0,0,0,3.863,0,0,1,0,0,0,0,0,0,0,0,5.0,10,0,0
30,22,0,0,2,0,0,2,0,25,5,0,0,0,0,0,1,1,0,0,3.94,0,0,1,0,0,0,0,0,0,0,0,6.25,14,0,1
23,15,0,0,2,0,0,2,0,18,5,0,0,0,0,0,1,1,0,0,3.621,0,0,1,0,0,0,0,0,0,0,0,4.5,7,0,1
25,17,0,0,2,0,0,2,0,20,5,0,0,0,0,0,1,1,0,0,3.753,0,0,1,0,0,0,0,0,0,0,0,5.0,10,0,1
21,13,0,0,2,0,0,2,0,16,5,0,0,0,0,0,1,1,0,0,3.785,0,0,1,0,0,0,0,0,0,0,0,4.0,6,0,1
27,19,0,0,2,0,0,2,0,22,5,0,0,0,0,0,1,1,0,0,4.106,0,0,1,0,0,0,0,0,0,0,0,5.5,12,0,1
50,26,11,4,4,1,0,3,7,33,10,0,1,0,0,0,2,1,0,1,4.494,0,0,1,0,0,0,0,0,0,0,1,4.12,7,0,0
28,20,0,0,3,0,0,2,0,22,6,0,0,0,0,0,2,1,0,0,3.744,0,0,1,0,0,0,0,0,0,0,0,4.4,10,0,1
32,24,0,0,2,0,0,2,0,27,5,0,0,0,0,0,1,1,0,0,3.945,0,0,1,0,0,0,0,0,0,0,0,6.75,16,0,1
31,23,0,0,2,1,0,2,0,25,6,0,0,0,0,0,1,1,0,0,4.083,0,0,1,0,0,0,0,0,0,0,0,5.0,9,0,1
54,45,1,0,2,3,0,3,8,37,9,0,0,0,0,0,1,1,0,1,4.403,0,0,1,0,0,0,0,0,0,0,0,5.29,11,0,0
31,23,0,0,2,0,0,2,0,26,5,0,0,0,0,0,1,1,0,0,3.849,0,0,1,0,0,0,0,0,0,0,0,6.5,15,0,1
27,19,0,0,2,0,0,2,0,22,5,0,0,0,0,0,1,1,0,0,3.958,0,0,1,0,0,0,0,0,0,0,0,5.5,11,0,1
62,41,13,0,3,0,0,4,0,54,8,0,0,0,0,0,1,1,0,2,4.084,0,0,1,0,0,0,0,0,0,0,2,7.71,21,0,0
34,27,0,0,3,0,0,2,0,28,6,0,0,0,0,0,2,0,0,0,3.976,0,0,1,0,0,0,0,0,0,0,0,5.6,14,0,0
21,14,0,0,2,0,0,2,0,16,5,0,0,0,0,0,1,0,0,0,3.404,0,0,1,0,0,0,0,0,0,0,0,4.0,6,0,0
21,13,0,0,2,0,0,2,0,16,5,0,0,0,0,0,1,1,0,0,3.594,0,0,1,0,0,0,0,0,0,0,0,4.0,5,0,1
29,21,0,0,2,0,0,2,0,24,5,0,0,0,0,0,1,1,0,0,3.883,0,0,1,0,0,0,0,0,0,0,0,6.0,14,0,1
20,13,0,0,2,0,0,2,0,15,5,0,0,0,0,0,1,0,0,0,3.784,0,0,1,0,0,0,0,0,0,0,0,3.75,5,0,0
32,24,0,0,2,0,0,2,0,27,5,0,0,0,0,0,1,1,0,0,3.89,0,0,1,0,0,0,0,0,0,0,0,6.75,16,0,1
26,18,0,0,2,0,0,2,0,21,5,0,0,0,0,0,1,1,0,0,3.95,0,0,1,0,0,0,0,0,0,0,0,5.25,11,0,1
29,21,0,0,2,1,0,2,0,23,6,0,0,0,0,0,1,1,0,0,4.211,0,0,1,0,0,0,0,0,0,0,0,4.6,8,0,1
27,19,0,0,2,0,0,2,0,22,5,0,0,0,0,0,1,1,0,0,4.032,0,0,1,0,0,0,0,0,0,0,0,5.5,11,0,1
29,21,0,0,2,0,0,2,0,24,5,0,0,0,0,0,1,1,0,0,3.84,0,0,1,0,0,0,0,0,0,0,0,6.0,14,0,1
36,28,0,0,3,0,0,2,0,30,6,0,0,0,0,0,2,1,0,0,4.01,0,0,1,0,0,0,0,0,0,0,0,6.0,17,0,1
30,22,0,0,3,0,0,2,0,24,6,0,0,0,0,0,2,1,0,0,3.99,0,0,1,0,0,0,0,0,0,0,0,4.8,12,0,1
30,22,0,0,2,0,0,2,0,25,5,0,0,0,0,0,1,1,0,0,3.898,0,0,1,0,0,0,0,0,0,0,0,6.25,14,0,1
15,8,0,0,2,0,0,2,1,9,5,0,0,0,0,0,1,0,0,0,3.19,0,0,1,0,0,0,0,0,0,0,0,3.0,4,0,0
37,29,0,0,2,0,0,2,0,32,5,0,0,0,0,0,1,1,0,0,4.121,0,0,1,0,0,0,0,0,0,0,0,8.0,21,0,1
25,18,0,0,2,0,0,2,0,20,5,0,0,0,0,0,1,0,0,0,3.814,0,0,1,0,0,0,0,0,0,0,0,5.0,10,0,0
18,10,0,0,2,0,0,2,0,13,5,0,0,0,0,0,1,1,0,0,3.572,0,0,1,0,0,0,0,0,0,0,0,3.25,5,0,1
30,22,0,0,2,0,0,2,0,25,5,0,0,0,0,0,1,1,0,0,3.831,0,0,1,0,0,0,0,0,0,0,0,6.25,14,0,1
42,33,1,0,2,1,0,3,0,35,7,0,0,0,0,0,1,1,0,1,4.217,0,0,1,0,0,0,0,0,0,0,0,7.0,13,0,0
30,22,0,0,2,0,0,2,0,25,5,0,0,0,0,0,1,1,0,0,3.857,0,0,1,0,0,0,0,0,0,0,0,6.25,14,0,1
34,25,1,0,2,0,0,3,1,27,6,0,0,0,0,0,1,1,0,1,4.153,0,0,1,0,0,0,0,0,0,0,0,6.75,12,0,0
22,14,0,0,2,0,0,2,0,17,5,0,0,0,0,0,1,1,0,0,3.664,0,0,1,0,0,0,0,0,0,0,0,4.25,6,0,1
27,19,0,0,3,0,0,2,0,21,6,0,0,0,0,0,2,1,0,0,3.856,0,0,1,0,0,0,0,0,0,0,0,4.2,8,0,1
18,11,0,0,2,0,0,2,0,13,5,0,0,0,0,0,1,0,0,0,3.197,0,0,1,0,0,0,0,0,0,0,0,3.25,4,0,0
23,16,0,0,2,1,0,2,0,17,6,0,0,0,0,0,1,0,0,0,3.882,0,0,1,0,0,0,0,0,0,0,0,3.4,6,1,0
23,16,0,0,1,0,0,2,0,19,4,0,0,0,0,0,0,0,0,0,3.915,0,0,1,0,0,0,0,0,0,0,0,6.33,11,0,0
50,41,1,0,2,1,0,3,0,43,7,0,0,0,0,0,1,1,0,1,4.051,0,0,1,0,0,0,0,0,0,0,0,8.6,18,0,0
21,13,0,0,2,0,0,2,0,16,5,0,0,0,0,0,1,1,0,0,3.499,0,0,1,0,0,0,0,0,0,0,0,4.0,5,0,1
25,17,0,0,2,0,0,2,2,18,5,0,0,0,0,0,1,1,0,0,3.974,0,0,1,0,0,0,0,0,0,0,0,4.5,7,0,1
28,20,0,0,3,0,0,2,0,22,6,0,0,0,0,0,2,1,0,0,3.941,0,0,1,0,0,0,0,0,0,0,0,4.4,10,0,1
20,13,0,0,2,0,0,2,3,12,5,0,0,0,0,0,1,0,0,0,3.584,0,0,1,0,0,0,0,0,0,0,0,2.4,4,1,0
23,15,0,0,2,0,0,2,0,18,5,0,0,0,0,0,1,1,0,0,3.882,0,0,1,0,0,0,0,0,0,0,0,4.5,7,0,1
18,10,1,0,1,0,0,3,4,9,5,0,0,0,0,0,0,0,0,1,3.419,0,0,1,0,0,0,0,0,0,0,0,3.0,4,0,0
26,18,0,0,2,0,0,2,0,21,5,0,0,0,0,0,1,1,0,0,4.056,0,0,1,0,0,0,0,0,0,0,0,5.25,10,0,1
36,28,0,0,2,0,0,2,0,31,5,0,0,0,0,0,1,1,0,0,3.896,0,0,1,0,0,0,0,0,0,0,0,7.75,20,0,1
29,21,0,0,2,0,0,2,0,24,5,0,0,0,0,0,1,1,0,0,3.952,0,0,1,0,0,0,0,0,0,0,0,6.0,13,0,1
26,19,0,0,2,0,0,2,0,21,5,0,0,0,0,0,1,0,0,0,3.504,0,0,1,0,0,0,0,0,0,0,0,5.25,11,0,0
75,28,40,0,2,0,0,4,4,64,7,0,0,0,0,0,1,0,0,2,4.705,0,0,1,0,0,0,0,0,0,0,2,6.4,19,0,0
27,20,0,0,2,0,0,2,0,22,5,0,0,0,0,0,1,0,0,0,3.81,0,0,1,0,0,0,0,0,0,0,0,5.5,12,1,0
21,13,0,0,2,0,0,2,0,16,5,0,0,0,0,0,1,1,0,0,3.69,0,0,1,0,0,0,0,0,0,0,0,4.0,5,0,1
35,26,1,0,2,1,0,3,3,25,7,0,0,0,0,0,1,1,0,1,4.265,0,0,1,0,0,0,0,0,0,0,0,5.0,11,0,0
24,16,0,0,2,0,0,2,0,19,5,0,0,0,0,0,1,1,0,0,3.741,0,0,1,0,0,0,0,0,0,0,0,4.75,8,0,1
22,15,0,0,2,0,0,2,0,17,5,0,0,0,0,0,1,0,0,0,3.754,0,0,1,0,0,0,0,0,0,0,0,4.25,8,0,0
25,17,0,0,2,0,0,2,0,20,5,0,0,0,0,0,1,1,0,0,3.753,0,0,1,0,0,0,0,0,0,0,0,5.0,10,0,1
44,35,1,0,2,0,0,3,1,37,6,0,0,0,0,0,1,1,0,1,4.019,0,0,1,0,0,0,0,0,0,0,0,9.25,18,0,0
26,18,0,0,3,0,0,2,0,20,6,0,0,0,0,0,2,1,0,0,3.69,0,0,1,0,0,0,0,0,0,0,0,4.0,8,0,1
43,34,1,0,3,0,0,3,6,30,7,0,0,0,0,0,2,1,0,1,4.397,0,0,1,0,0,0,0,0,0,0,0,6.0,12,0,0
30,16,6,0,2,1,0,3,0,23,7,0,0,0,0,0,1,1,0,1,3.99,0,0,1,0,0,0,0,0,0,0,1,3.83,5,0,0
27,18,1,0,2,0,0,3,2,19,6,0,0,0,0,0,1,1,0,1,4.004,0,0,1,0,0,0,0,0,0,0,0,3.8,7,0,0
29,22,0,0,2,0,0,2,0,24,5,0,0,0,0,0,1,0,0,0,4.142,0,0,1,0,0,0,0,0,0,0,0,6.0,10,0,0
30,22,0,0,2,0,0,2,0,25,5,0,0,0,0,0,1,1,0,0,3.774,0,0,1,0,0,0,0,0,0,0,0,6.25,14,0,1
22,14,0,0,3,0,0,2,0,16,6,0,0,0,0,0,2,1,0,0,3.629,0,0,1,0,0,0,0,0,0,0,0,3.2,5,0,1
18,10,0,0,2,0,0,2,0,13,5,0,0,0,0,0,1,1,0,0,3.461,0,0,1,0,0,0,0,0,0,0,0,3.25,5,0,1
30,22,0,0,2,0,0,2,0,25,5,0,0,0,0,0,1,1,0,0,3.857,0,0,1,0,0,0,0,0,0,0,0,6.25,15,0,1
33,26,0,0,2,0,0,2,0,28,5,0,0,0,0,0,1,0,0,0,3.764,0,0,1,0,0,0,0,0,0,0,0,7.0,16,0,0
28,20,0,0,2,0,0,2,0,23,5,0,0,0,0,0,1,1,0,0,4.138,0,0,1,0,0,0,0,0,0,0,0,5.75,12,0,1
22,14,0,0,3,0,0,2,0,16,6,0,0,0,0,0,2,1,0,0,3.664,0,0,1,0,0,0,0,0,0,0,0,3.2,5,0,1
24,17,0,0,2,0,0,2,0,19,5,0,0,0,0,0,1,0,0,0,3.939,0,0,1,0,0,0,0,0,0,0,0,4.75,9,0,0
26,18,0,0,2,0,0,2,0,21,5,0,0,0,0,0,1,1,0,0,3.921,0,0,1,0,0,0,0,0,0,0,0,5.25,10,0,1
28,20,0,0,2,0,0,2,0,23,5,0,0,0,0,0,1,1,0,0,3.655,0,0,1,0,0,0,0,0,0,0,0,5.75,12,0,1
83,74,1,0,3,0,0,3,8,68,7,0,0,0,0,0,2,1,0,1,4.78,0,0,1,0,0,0,0,0,0,0,0,5.67,14,0,0
19,11,0,0,2,0,0,2,0,14,5,0,0,0,0,0,1,1,0,0,3.432,0,0,1,0,0,0,0,0,0,0,0,3.5,5,0,1
44,35,1,0,2,3,0,3,5,30,9,0,0,0,0,0,1,1,0,1,4.054,0,0,1,0,0,0,0,0,0,0,0,5.0,6,0,0
32,24,0,0,2,0,0,2,0,27,5,0,0,0,0,0,1,1,0,0,3.929,0,0,1,0,0,0,0,0,0,0,0,6.75,16,0,1
26,18,0,0,2,0,0,2,0,21,5,0,0,0,0,0,1,1,0,0,3.902,0,0,1,0,0,0,0,0,0,0,0,5.25,10,0,1
90,13,53,15,3,0,0,5,4,75,11,1,1,0,0,0,1,1,0,3,4.677,0,0,1,0,0,0,0,0,0,0,2,5.77,18,0,0
18,10,0,0,2,0,0,2,0,13,5,0,0,0,0,0,1,1,0,0,3.461,0,0,1,0,0,0,0,0,0,0,0,3.25,5,0,1
28,20,0,0,2,1,0,2,0,22,6,0,0,0,0,0,1,1,0,0,3.896,0,0,1,0,0,0,0,0,0,0,0,4.4,8,0,1
35,26,1,0,2,0,0,3,3,26,6,0,0,0,0,0,1,1,0,1,4.207,0,0,1,0,0,0,0,0,0,0,0,5.2,11,0,0
29,21,0,0,2,0,0,2,0,24,5,0,0,0,0,0,1,1,0,0,4.073,0,0,1,0,0,0,0,0,0,0,0,6.0,13,0,1
30,21,1,0,2,1,0,3,0,23,7,0,0,0,0,0,1,1,0,1,3.761,0,0,1,0,0,0,0,0,0,0,0,4.6,7,0,0
32,25,0,0,2,0,0,2,0,27,5,0,0,0,0,0,1,0,0,0,4.14,0,0,1,0,0,0,0,0,0,0,0,6.75,17,0,0
24,16,0,0,4,0,0,2,0,17,7,0,0,0,0,0,3,1,0,0,3.355,0,0,1,0,0,0,0,0,0,0,0,2.83,5,0,1
34,26,0,0,2,0,0,2,0,29,5,0,0,0,0,0,1,1,0,0,4.139,0,0,1,0,0,0,0,0,0,0,0,7.25,18,0,1
23,15,0,0,2,0,0,2,1,17,5,0,0,0,0,0,1,1,0,0,3.621,0,0,1,0,0,0,0,0,0,0,0,3.4,5,0,1
25,8,9,0,1,0,0,3,5,15,5,0,0,0,0,0,0,1,0,1,4.023,0,0,1,0,0,0,0,0,0,0,1,3.0,5,0,0
45,19,18,0,2,0,0,5,11,26,8,0,0,0,0,0,1,1,0,3,4.711,0,0,1,0,0,0,0,0,0,0,3,3.71,6,1,0
49,40,1,0,3,2,0,3,3,37,9,0,0,0,0,0,2,1,0,1,4.502,0,0,1,0,0,0,0,0,0,0,0,5.29,11,0,0
45,37,1,0,3,0,0,3,21,17,7,0,0,0,0,0,2,0,0,1,4.206,0,0,1,0,0,0,0,0,0,0,0,4.25,7,0,0
27,19,0,0,3,0,0,2,0,21,6,0,0,0,0,0,2,1,0,0,3.856,0,0,1,0,0,0,0,0,0,0,0,4.2,8,0,1
56,48,0,0,2,1,0,2,0,50,6,0,0,0,0,0,1,1,0,0,3.97,0,0,1,0,0,0,0,0,0,0,0,10.0,28,0,0
24,16,0,0,2,0,0,2,0,19,5,0,0,0,0,0,1,1,0,0,3.804,0,0,1,0,0,0,0,0,0,0,0,4.75,6,0,1
30,23,0,0,2,0,0,2,0,25,5,0,0,0,0,0,1,0,0,0,3.748,0,0,1,0,0,0,0,0,0,0,0,6.25,14,0,0
35,26,1,0,2,1,0,3,6,22,7,0,0,0,0,0,1,1,0,1,4.379,0,0,1,0,0,0,0,0,0,0,0,5.5,10,0,0
23,15,0,0,2,0,0,2,0,18,5,0,0,0,0,0,1,1,0,0,3.969,0,0,1,0,0,0,0,0,0,0,0,4.5,7,0,1
23,16,0,0,2,0,0,2,0,18,5,0,0,0,0,0,1,0,0,0,3.969,0,0,1,0,0,0,0,0,0,0,0,4.5,8,0,0
28,20,0,0,2,0,0,2,0,23,5,0,0,0,0,0,1,1,0,0,3.669,0,0,1,0,0,0,0,0,0,0,0,5.75,13,0,1
27,19,0,0,2,0,0,2,0,22,5,0,0,0,0,0,1,1,0,0,3.912,0,0,1,0,0,0,0,0,0,0,0,5.5,11,0,1
32,24,1,0,2,1,0,3,0,25,7,0,0,0,0,0,1,0,0,1,3.903,0,0,1,0,0,0,0,0,0,0,0,5.0,8,0,0
20,13,0,0,2,0,0,2,0,15,5,0,0,0,0,0,1,0,0,0,3.546,0,0,1,0,0,0,0,0,0,0,0,3.75,6,1,0
26,19,0,0,2,0,0,2,0,21,5,0,0,0,0,0,1,0,0,0,3.873,0,0,1,0,0,0,0,0,0,0,0,5.25,11,0,0
25,17,0,0,2,0,0,2,0,20,5,0,0,0,0,0,1,1,0,0,3.703,0,0,1,0,0,0,0,0,0,0,0,5.0,9,0,1
21,14,0,0,2,0,0,2,0,16,5,0,0,0,0,0,1,0,0,0,3.69,0,0,1,0,0,0,0,0,0,0,0,4.0,6,0,0
26,18,0,0,2,0,0,2,0,21,5,0,0,0,0,0,1,1,0,0,3.844,0,0,1,0,0,0,0,0,0,0,0,5.25,10,0,1
27,19,0,0,2,0,0,2,0,22,5,0,0,0,0,0,1,1,0,0,3.856,0,0,1,0,0,0,0,0,0,0,0,5.5,12,0,1
19,11,0,0,2,0,0,2,0,14,5,0,0,0,0,0,1,1,0,0,3.577,0,0,1,0,0,0,0,0,0,0,0,3.5,5,0,1
25,18,0,0,2,0,0,2,0,20,5,0,0,0,0,0,1,0,0,0,3.753,0,0,1,0,0,0,0,0,0,0,0,5.0,10,0,0
25,17,0,0,2,0,0,2,0,20,5,0,0,0,0,0,1,1,0,0,3.974,0,0,1,0,0,0,0,0,0,0,0,5.0,9,0,1
27,19,0,0,2,0,0,2,0,22,5,0,0,0,0,0,1,1,0,0,3.884,0,0,1,0,0,0,0,0,0,0,0,5.5,11,0,1
